			1.00000000e-007	1.78124784e-003
			1.50000000e-007	1.79999784e-003
			2.00000000e-007	1.81874784e-003
			2.50000000e-007	1.94374785e-003
			3.00000000e-007	1.83749784e-003
			3.50000000e-007	1.76874784e-003
			4.00000000e-007	1.79374784e-003
			4.50000000e-007	1.80624784e-003
			5.00000000e-007	1.91249785e-003
			5.50000000e-007	1.78749784e-003
			6.00000000e-007	1.74999784e-003
			6.50000000e-007	1.74374783e-003
			7.00000000e-007	2.06249786e-003
			7.50000000e-007	1.84999784e-003
			8.00000000e-007	1.83124784e-003
			8.50000000e-007	1.95624785e-003
			9.00000000e-007	1.86249784e-003
			9.50000000e-007	1.86249784e-003
			1.00000000e-006	1.90624785e-003
			1.05000000e-006	1.81874784e-003
			1.10000000e-006	1.86874784e-003
			1.15000000e-006	1.81249784e-003
			1.20000000e-006	1.78749784e-003
			1.25000000e-006	1.74999784e-003
			1.30000000e-006	1.76249784e-003
			1.35000000e-006	1.91249785e-003
			1.40000000e-006	1.83749784e-003
			1.45000000e-006	1.68124783e-003
			1.50000000e-006	1.83749784e-003
			1.55000000e-006	2.01249785e-003
			1.60000000e-006	1.89999785e-003
			1.65000000e-006	1.79374784e-003
			1.70000000e-006	1.92499785e-003
			1.75000000e-006	1.77499784e-003
			1.80000000e-006	1.89999785e-003
			1.85000000e-006	1.63749783e-003
			1.90000000e-006	1.93749785e-003
			1.95000000e-006	1.90624785e-003
			2.00000000e-006	1.69374783e-003
			2.05000000e-006	1.86249784e-003
			2.10000000e-006	1.96249785e-003
			2.15000000e-006	1.80624784e-003
			2.20000000e-006	2.13124786e-003
			2.25000000e-006	1.81249784e-003
			2.30000000e-006	2.04999786e-003
			2.35000000e-006	1.84374784e-003
			2.40000000e-006	1.80624784e-003
			2.45000000e-006	1.73124783e-003
			2.50000000e-006	1.89374785e-003
			2.55000000e-006	1.71249783e-003
			2.60000000e-006	1.74999784e-003
			2.65000000e-006	1.83749784e-003
			2.70000000e-006	1.89374785e-003
			2.75000000e-006	1.86874784e-003
			2.80000000e-006	1.79374784e-003
			2.85000000e-006	1.86874784e-003
			2.90000000e-006	1.78124784e-003
			2.95000000e-006	1.84374784e-003
			3.00000000e-006	1.74374783e-003
			3.05000000e-006	1.85624784e-003
			3.10000000e-006	1.94999785e-003
			3.15000000e-006	1.80624784e-003
			3.20000000e-006	1.86874784e-003
			3.25000000e-006	1.73749783e-003
			3.30000000e-006	1.68749783e-003
			3.35000000e-006	2.06874786e-003
			3.40000000e-006	1.76249784e-003
			3.45000000e-006	2.02499785e-003
			3.50000000e-006	1.79374784e-003
			3.55000000e-006	2.04374786e-003
			3.60000000e-006	1.78749784e-003
			3.65000000e-006	1.80624784e-003
			3.70000000e-006	1.86874784e-003
			3.75000000e-006	1.91874785e-003
			3.80000000e-006	1.95624785e-003
			3.85000000e-006	1.91249785e-003
			3.90000000e-006	1.79374784e-003
			3.95000000e-006	1.91874785e-003
			4.00000000e-006	1.78124784e-003
			4.05000000e-006	1.90624785e-003
			4.10000000e-006	1.86874784e-003
			4.15000000e-006	1.91874785e-003
			4.20000000e-006	1.76249784e-003
			4.25000000e-006	1.72499783e-003
			4.30000000e-006	1.83749784e-003
			4.35000000e-006	1.84999784e-003
			4.40000000e-006	1.91874785e-003
			4.45000000e-006	1.76874784e-003
			4.50000000e-006	1.93124785e-003
			4.55000000e-006	1.86249784e-003
			4.60000000e-006	1.81874784e-003
			4.65000000e-006	1.88124784e-003
			4.70000000e-006	1.92499785e-003
			4.75000000e-006	1.86874784e-003
			4.80000000e-006	1.79999784e-003
			4.85000000e-006	1.67499783e-003
			4.90000000e-006	1.81249784e-003
			4.95000000e-006	1.88124784e-003
			5.00000000e-006	1.93124785e-003
			5.05000000e-006	1.83749784e-003
			5.10000000e-006	1.71874783e-003
			5.15000000e-006	1.78124784e-003
			5.20000000e-006	1.86249784e-003
			5.25000000e-006	1.79999784e-003
			5.30000000e-006	1.74374783e-003
			5.35000000e-006	2.01249785e-003
			5.40000000e-006	1.83749784e-003
			5.45000000e-006	1.78749784e-003
			5.50000000e-006	1.99374785e-003
			5.55000000e-006	1.88124784e-003
			5.60000000e-006	2.00624785e-003
			5.65000000e-006	1.63749783e-003
			5.70000000e-006	1.81874784e-003
			5.75000000e-006	1.78124784e-003
			5.80000000e-006	1.88749784e-003
			5.85000000e-006	1.71874783e-003
			5.90000000e-006	1.82499784e-003
			5.95000000e-006	1.88749784e-003
			6.00000000e-006	1.85624784e-003
			6.05000000e-006	1.94374785e-003
			6.10000000e-006	1.66874783e-003
			6.15000000e-006	1.88124784e-003
			6.20000000e-006	1.76249784e-003
			6.25000000e-006	1.78749784e-003
			6.30000000e-006	1.88124784e-003
			6.35000000e-006	1.73124783e-003
			6.40000000e-006	1.73124783e-003
			6.45000000e-006	2.03749786e-003
			6.50000000e-006	1.88124784e-003
			6.55000000e-006	1.92499785e-003
			6.60000000e-006	1.80624784e-003
			6.65000000e-006	1.89374785e-003
			6.70000000e-006	1.70624783e-003
			6.75000000e-006	1.89374785e-003
			6.80000000e-006	1.68124783e-003
			6.85000000e-006	1.96249785e-003
			6.90000000e-006	1.96874785e-003
			6.95000000e-006	1.79999784e-003
			7.00000000e-006	1.90624785e-003
			7.05000000e-006	1.84374784e-003
			7.10000000e-006	1.56249782e-003
			7.15000000e-006	1.81874784e-003
			7.20000000e-006	1.97499785e-003
			7.25000000e-006	1.84999784e-003
			7.30000000e-006	1.79374784e-003
			7.35000000e-006	1.63124783e-003
			7.40000000e-006	1.87499784e-003
			7.45000000e-006	1.78124784e-003
			7.50000000e-006	1.91874785e-003
			7.55000000e-006	1.93124785e-003
			7.60000000e-006	1.88124784e-003
			7.65000000e-006	1.76874784e-003
			7.70000000e-006	1.85624784e-003
			7.75000000e-006	1.93124785e-003
			7.80000000e-006	1.71249783e-003
			7.85000000e-006	1.99999785e-003
			7.90000000e-006	1.84374784e-003
			7.95000000e-006	1.71249783e-003
			8.00000000e-006	1.74999784e-003
			8.05000000e-006	1.89374785e-003
			8.10000000e-006	2.05624786e-003
			8.15000000e-006	1.81874784e-003
			8.20000000e-006	1.97499785e-003
			8.25000000e-006	1.98124785e-003
			8.30000000e-006	1.83749784e-003
			8.35000000e-006	1.71249783e-003
			8.40000000e-006	1.93749785e-003
			8.45000000e-006	1.85624784e-003
			8.50000000e-006	1.82499784e-003
			8.55000000e-006	2.04374786e-003
			8.60000000e-006	1.91249785e-003
			8.65000000e-006	1.76249784e-003
			8.70000000e-006	1.98749785e-003
			8.75000000e-006	1.81874784e-003
			8.80000000e-006	1.89374785e-003
			8.85000000e-006	2.01249785e-003
			8.90000000e-006	1.83749784e-003
			8.95000000e-006	1.81249784e-003
			9.00000000e-006	1.78124784e-003
			9.05000000e-006	1.85624784e-003
			9.10000000e-006	1.84374784e-003
			9.15000000e-006	1.81249784e-003
			9.20000000e-006	1.81874784e-003
			9.25000000e-006	1.89374785e-003
			9.30000000e-006	1.91249785e-003
			9.35000000e-006	1.75624784e-003
			9.40000000e-006	1.69999783e-003
			9.45000000e-006	1.85624784e-003
			9.50000000e-006	1.73749783e-003
			9.55000000e-006	1.90624785e-003
			9.60000000e-006	1.84374784e-003
			9.65000000e-006	1.84999784e-003
			9.70000000e-006	2.06249786e-003
			9.75000000e-006	2.09374786e-003
			9.80000000e-006	2.03124785e-003
			9.85000000e-006	1.89999785e-003
			9.90000000e-006	1.83124784e-003
			9.95000000e-006	1.88749784e-003
			1.00000000e-005	1.91249785e-003
			1.00500000e-005	1.92499785e-003
			1.01000000e-005	2.07499786e-003
			1.01500000e-005	1.86874784e-003
			1.02000000e-005	2.02499785e-003
			1.02500000e-005	1.83749784e-003
			1.03000000e-005	1.93124785e-003
			1.03500000e-005	1.90624785e-003
			1.04000000e-005	1.71874783e-003
			1.04500000e-005	2.03124785e-003
			1.05000000e-005	1.95624785e-003
			1.05500000e-005	1.98124785e-003
			1.06000000e-005	1.76874784e-003
			1.06500000e-005	1.82499784e-003
			1.07000000e-005	1.91874785e-003
			1.07500000e-005	1.79374784e-003
			1.08000000e-005	2.05624786e-003
			1.08500000e-005	1.91249785e-003
			1.09000000e-005	1.78749784e-003
			1.09500000e-005	1.88124784e-003
			1.10000000e-005	1.90624785e-003
			1.10500000e-005	1.95624785e-003
			1.11000000e-005	1.96249785e-003
			1.11500000e-005	1.76874784e-003
			1.12000000e-005	1.74374783e-003
			1.12500000e-005	1.89999785e-003
			1.13000000e-005	1.81249784e-003
			1.13500000e-005	2.06249786e-003
			1.14000000e-005	1.90624785e-003
			1.14500000e-005	1.63124783e-003
			1.15000000e-005	1.66874783e-003
			1.15500000e-005	1.92499785e-003
			1.16000000e-005	1.71874783e-003
			1.16500000e-005	1.92499785e-003
			1.17000000e-005	1.90624785e-003
			1.17500000e-005	1.69999783e-003
			1.18000000e-005	1.91249785e-003
			1.18500000e-005	1.89999785e-003
			1.19000000e-005	1.91874785e-003
			1.19500000e-005	1.75624784e-003
			1.20000000e-005	1.91249785e-003
			1.20500000e-005	2.01874785e-003
			1.21000000e-005	1.84999784e-003
			1.21500000e-005	2.09374786e-003
			1.22000000e-005	1.88124784e-003
			1.22500000e-005	1.94374785e-003
			1.23000000e-005	1.66874783e-003
			1.23500000e-005	1.83124784e-003
			1.24000000e-005	1.79374784e-003
			1.24500000e-005	1.76874784e-003
			1.25000000e-005	1.71874783e-003
			1.25500000e-005	1.84999784e-003
			1.26000000e-005	1.78749784e-003
			1.26500000e-005	1.98749785e-003
			1.27000000e-005	1.83124784e-003
			1.27500000e-005	1.69999783e-003
			1.28000000e-005	1.91249785e-003
			1.28500000e-005	1.83124784e-003
			1.29000000e-005	1.73749783e-003
			1.29500000e-005	1.93124785e-003
			1.30000000e-005	1.94999785e-003
			1.30500000e-005	1.69999783e-003
			1.31000000e-005	2.03749786e-003
			1.31500000e-005	1.89374785e-003
			1.32000000e-005	1.91249785e-003
			1.32500000e-005	1.87499784e-003
			1.33000000e-005	1.98749785e-003
			1.33500000e-005	1.52499782e-003
			1.34000000e-005	1.91874785e-003
			1.34500000e-005	1.68749783e-003
			1.35000000e-005	2.11249786e-003
			1.35500000e-005	1.74999784e-003
			1.36000000e-005	1.78124784e-003
			1.36500000e-005	1.98124785e-003
			1.37000000e-005	1.81249784e-003
			1.37500000e-005	1.82499784e-003
			1.38000000e-005	1.88124784e-003
			1.38500000e-005	1.75624784e-003
			1.39000000e-005	1.78749784e-003
			1.39500000e-005	1.61874783e-003
			1.40000000e-005	1.75624784e-003
			1.40500000e-005	1.85624784e-003
			1.41000000e-005	1.96249785e-003
			1.41500000e-005	1.85624784e-003
			1.42000000e-005	1.69999783e-003
			1.42500000e-005	1.88749784e-003
			1.43000000e-005	1.68124783e-003
			1.43500000e-005	1.72499783e-003
			1.44000000e-005	1.66249783e-003
			1.44500000e-005	1.89374785e-003
			1.45000000e-005	1.85624784e-003
			1.45500000e-005	1.74999784e-003
			1.46000000e-005	1.70624783e-003
			1.46500000e-005	1.55624782e-003
			1.47000000e-005	1.68124783e-003
			1.47500000e-005	1.96249785e-003
			1.48000000e-005	1.79999784e-003
			1.48500000e-005	1.65624783e-003
			1.49000000e-005	1.78124784e-003
			1.49500000e-005	1.81874784e-003
			1.50000000e-005	1.81874784e-003
			1.50500000e-005	1.98749785e-003
			1.51000000e-005	1.78124784e-003
			1.51500000e-005	1.84374784e-003
			1.52000000e-005	1.90624785e-003
			1.52500000e-005	1.84374784e-003
			1.53000000e-005	1.83749784e-003
			1.53500000e-005	1.75624784e-003
			1.54000000e-005	1.84999784e-003
			1.54500000e-005	1.99374785e-003
			1.55000000e-005	1.79374784e-003
			1.55500000e-005	1.66874783e-003
			1.56000000e-005	1.71249783e-003
			1.56500000e-005	1.93749785e-003
			1.57000000e-005	1.81874784e-003
			1.57500000e-005	1.73749783e-003
			1.58000000e-005	1.94374785e-003
			1.58500000e-005	1.94999785e-003
			1.59000000e-005	1.78124784e-003
			1.59500000e-005	1.86874784e-003
			1.60000000e-005	1.89374785e-003
