"Record Length"	20000	"Points"	-7.05000000e-005	1.11093717e-003
"Sample Interval"	5E-08	s	-7.04500000e-005	1.19531217e-003
"Trigger Point"	1410	"Samples"	-7.04000000e-005	1.09406217e-003
"Trigger Time"	0	s	-7.03500000e-005	1.22343717e-003
""			-7.03000000e-005	1.16437467e-003
"Horizontal Offset"	-7.05E-05	s	-7.02500000e-005	1.16062467e-003
			-7.02000000e-005	1.13812467e-003
			-7.01500000e-005	1.13343717e-003
			-7.01000000e-005	1.15124967e-003
			-7.00500000e-005	1.11187467e-003
			-7.00000000e-005	1.08374967e-003
			-6.99500000e-005	1.13156217e-003
			-6.99000000e-005	1.16531217e-003
			-6.98500000e-005	1.18124967e-003
			-6.98000000e-005	1.08656217e-003
			-6.97500000e-005	1.19624967e-003
			-6.97000000e-005	1.15874967e-003
			-6.96500000e-005	1.14374967e-003
			-6.96000000e-005	1.12312467e-003
			-6.95500000e-005	1.19812467e-003
			-6.95000000e-005	1.14281217e-003
			-6.94500000e-005	1.16156217e-003
			-6.94000000e-005	1.11656217e-003
			-6.93500000e-005	1.17374967e-003
			-6.93000000e-005	1.16062467e-003
			-6.92500000e-005	1.12124967e-003
			-6.92000000e-005	1.13999967e-003
			-6.91500000e-005	1.09968717e-003
			-6.91000000e-005	1.14749967e-003
			-6.90500000e-005	1.17843717e-003
			-6.90000000e-005	1.14468717e-003
			-6.89500000e-005	1.16156217e-003
			-6.89000000e-005	1.16343717e-003
			-6.88500000e-005	1.15499967e-003
			-6.88000000e-005	1.13906217e-003
			-6.87500000e-005	1.18781217e-003
			-6.87000000e-005	1.16531217e-003
			-6.86500000e-005	1.15124967e-003
			-6.86000000e-005	1.19718717e-003
			-6.85500000e-005	1.15218717e-003
			-6.85000000e-005	1.15031217e-003
			-6.84500000e-005	1.13531217e-003
			-6.84000000e-005	1.14937467e-003
			-6.83500000e-005	1.23749967e-003
			-6.83000000e-005	1.15593717e-003
			-6.82500000e-005	1.13624967e-003
			-6.82000000e-005	1.10624967e-003
			-6.81500000e-005	1.13906217e-003
			-6.81000000e-005	1.13718717e-003
			-6.80500000e-005	1.14468717e-003
			-6.80000000e-005	1.15968717e-003
			-6.79500000e-005	1.18406217e-003
			-6.79000000e-005	1.12406217e-003
			-6.78500000e-005	1.12687467e-003
			-6.78000000e-005	1.15687467e-003
			-6.77500000e-005	1.23562467e-003
			-6.77000000e-005	1.14656217e-003
			-6.76500000e-005	1.11187467e-003
			-6.76000000e-005	1.17749967e-003
			-6.75500000e-005	1.12781217e-003
			-6.75000000e-005	1.11468717e-003
			-6.74500000e-005	1.11843717e-003
			-6.74000000e-005	1.16062467e-003
			-6.73500000e-005	1.15687467e-003
			-6.73000000e-005	1.18406217e-003
			-6.72500000e-005	1.14749967e-003
			-6.72000000e-005	1.11937467e-003
			-6.71500000e-005	1.09218717e-003
			-6.71000000e-005	1.15499967e-003
			-6.70500000e-005	1.16906217e-003
			-6.70000000e-005	1.17843717e-003
			-6.69500000e-005	1.17468717e-003
			-6.69000000e-005	1.16718717e-003
			-6.68500000e-005	1.11937467e-003
			-6.68000000e-005	1.15406217e-003
			-6.67500000e-005	1.13437467e-003
			-6.67000000e-005	1.10906217e-003
			-6.66500000e-005	1.12124967e-003
			-6.66000000e-005	1.10718717e-003
			-6.65500000e-005	1.20468717e-003
			-6.65000000e-005	1.14562467e-003
			-6.64500000e-005	1.15499967e-003
			-6.64000000e-005	1.20374967e-003
			-6.63500000e-005	1.10531217e-003
			-6.63000000e-005	1.12499967e-003
			-6.62500000e-005	1.18312467e-003
			-6.62000000e-005	1.18406217e-003
			-6.61500000e-005	1.17281217e-003
			-6.61000000e-005	1.20562467e-003
			-6.60500000e-005	1.12312467e-003
			-6.60000000e-005	1.12593717e-003
			-6.59500000e-005	1.12593717e-003
			-6.59000000e-005	1.10249967e-003
			-6.58500000e-005	1.11843717e-003
